scenario,run,seed,year,world,good,price,stock
baseline,2,8,10,Bressia,industrieteile,50.0,9.3
baseline,2,8,10,Bressia,energie,41.26,37.69632000000001
baseline,2,8,10,Bressia,luxus,80.44,25.0
baseline,2,8,10,Bressia,biotech,92.36,25.0
baseline,2,8,10,Bressia,core_daten,116.75,25.0
baseline,2,8,10,Bressia,relikte,139.7,25.0
baseline,2,8,10,Hebron,nahrung,21.07,4.000000000000005
baseline,2,8,10,Hebron,rohstoffe,26.62,20.0
baseline,2,8,10,Hebron,industrieteile,44.64,24.59999999999999
baseline,2,8,10,Hebron,energie,40.77,5.9
baseline,2,8,10,Hebron,luxus,73.09,39.78
baseline,2,8,10,Hebron,biotech,96.26,9.999999999999993
baseline,2,8,10,Hebron,core_daten,102.24,26.0
baseline,2,8,10,Hebron,relikte,148.05,26.0
baseline,2,8,10,Hyperion,nahrung,22.04,4.7799999999999985
baseline,2,8,10,Hyperion,rohstoffe,30.56,32.335999999999984
baseline,2,8,10,Hyperion,industrieteile,43.62,24.0
baseline,2,8,10,Hyperion,energie,42.69,7.200000000000003
baseline,2,8,10,Hyperion,luxus,82.05,6.203199999999994
baseline,2,8,10,Hyperion,biotech,82.38,24.0
baseline,2,8,10,Hyperion,core_daten,119.02,24.0
baseline,2,8,10,Hyperion,relikte,141.35,31.167999999999992
baseline,2,8,11,Lusus,nahrung,23.76,6.0
baseline,2,8,11,Lusus,rohstoffe,30.65,10.7
baseline,2,8,11,Lusus,industrieteile,45.11,29.299999999999994
baseline,2,8,11,Lusus,energie,38.28,10.400000000000004
baseline,2,8,11,Lusus,luxus,73.94,68.54383999999997
baseline,2,8,11,Lusus,biotech,80.6,32.0
baseline,2,8,11,Lusus,core_daten,108.66,56.36256000000001
baseline,2,8,11,Lusus,relikte,142.9,32.0
baseline,2,8,11,Tau Ceti,nahrung,19.9,80.43199999999999
baseline,2,8,11,Tau Ceti,rohstoffe,29.37,30.0
baseline,2,8,11,Tau Ceti,industrieteile,44.33,10.3
baseline,2,8,11,Tau Ceti,energie,43.55,4.700000000000001
baseline,2,8,11,Tau Ceti,luxus,77.15,25.535199999999996
baseline,2,8,11,Tau Ceti,biotech,79.51,48.182999999999986
baseline,2,8,11,Tau Ceti,core_daten,114.15,30.0
baseline,2,8,11,Tau Ceti,relikte,136.04,30.0
baseline,2,8,11,Maui-Covenant,nahrung,21.48,31.460000000000015
baseline,2,8,11,Maui-Covenant,rohstoffe,28.44,20.0
baseline,2,8,11,Maui-Covenant,industrieteile,44.13,23.2
baseline,2,8,11,Maui-Covenant,energie,40.89,9.5
baseline,2,8,11,Maui-Covenant,luxus,86.27,13.650000000000002
baseline,2,8,11,Maui-Covenant,biotech,76.07,53.103999999999985
baseline,2,8,11,Maui-Covenant,core_daten,109.39,26.0
baseline,2,8,11,Maui-Covenant,relikte,142.57,26.0
baseline,2,8,11,Marsim,nahrung,36.42,0.0
baseline,2,8,11,Marsim,rohstoffe,31.67,10.5
baseline,2,8,11,Marsim,industrieteile,42.06,90.4016
baseline,2,8,11,Marsim,energie,37.4,43.74096
baseline,2,8,11,Marsim,luxus,81.4,31.0
baseline,2,8,11,Marsim,biotech,77.25,31.0
baseline,2,8,11,Marsim,core_daten,110.78,31.0
baseline,2,8,11,Marsim,relikte,140.03,31.0
baseline,2,8,11,Qom-Riyadh,nahrung,24.88,1.6000000000000054
baseline,2,8,11,Qom-Riyadh,rohstoffe,28.01,22.0
baseline,2,8,11,Qom-Riyadh,industrieteile,41.31,28.0
baseline,2,8,11,Qom-Riyadh,energie,42.95,7.5
baseline,2,8,11,Qom-Riyadh,luxus,73.47,41.18899999999998
baseline,2,8,11,Qom-Riyadh,biotech,76.85,28.0
baseline,2,8,11,Qom-Riyadh,core_daten,115.15,80.75599999999997
baseline,2,8,11,Qom-Riyadh,relikte,139.91,28.0
baseline,2,8,11,Bressia,nahrung,36.69,0.0
baseline,2,8,11,Bressia,rohstoffe,31.21,56.91456000000001
baseline,2,8,11,Bressia,industrieteile,53.29,7.590000000000001
baseline,2,8,11,Bressia,energie,44.1,39.05012000000001
baseline,2,8,11,Bressia,luxus,86.23,25.0
baseline,2,8,11,Bressia,biotech,97.15,25.0
baseline,2,8,11,Bressia,core_daten,112.45,25.0
baseline,2,8,11,Bressia,relikte,142.48,25.0
baseline,2,8,11,Hebron,nahrung,22.32,1.8000000000000052
baseline,2,8,11,Hebron,rohstoffe,25.82,20.0
baseline,2,8,11,Hebron,industrieteile,45.25,24.59999999999999
baseline,2,8,11,Hebron,energie,43.66,4.1000000000000005
baseline,2,8,11,Hebron,luxus,75.46,41.158
baseline,2,8,11,Hebron,biotech,83.91,8.399999999999993
baseline,2,8,11,Hebron,core_daten,104.14,26.0
baseline,2,8,11,Hebron,relikte,145.82,26.0
baseline,2,8,11,Hyperion,nahrung,24.73,3.339999999999998
baseline,2,8,11,Hyperion,rohstoffe,25.7,33.76959999999998
baseline,2,8,11,Hyperion,industrieteile,43.46,18.4
baseline,2,8,11,Hyperion,energie,42.34,5.520000000000003
baseline,2,8,11,Hyperion,luxus,80.08,9.1
baseline,2,8,11,Hyperion,biotech,76.5,24.0
baseline,2,8,11,Hyperion,core_daten,122.02,24.0
baseline,2,8,11,Hyperion,relikte,152.63,31.88479999999999
baseline,2,8,12,Lusus,nahrung,23.0,6.0
baseline,2,8,12,Lusus,rohstoffe,30.39,10.7
baseline,2,8,12,Lusus,industrieteile,44.61,29.299999999999994
baseline,2,8,12,Lusus,energie,42.25,7.200000000000004
baseline,2,8,12,Lusus,luxus,76.97,71.83345999999997
baseline,2,8,12,Lusus,biotech,86.09,32.0
baseline,2,8,12,Lusus,core_daten,109.1,58.55564000000001
baseline,2,8,12,Lusus,relikte,147.62,32.0
baseline,2,8,12,Tau Ceti,nahrung,19.63,81.04399999999998
baseline,2,8,12,Tau Ceti,rohstoffe,29.53,30.0
baseline,2,8,12,Tau Ceti,industrieteile,47.06,10.080000000000002
baseline,2,8,12,Tau Ceti,energie,41.29,7.900000000000001
baseline,2,8,12,Tau Ceti,luxus,75.53,25.535199999999996
baseline,2,8,12,Tau Ceti,biotech,84.11,49.835999999999984
baseline,2,8,12,Tau Ceti,core_daten,114.88,30.0
baseline,2,8,12,Tau Ceti,relikte,148.85,30.0
baseline,2,8,12,Maui-Covenant,nahrung,20.99,33.70000000000002
baseline,2,8,12,Maui-Covenant,rohstoffe,27.6,20.0
baseline,2,8,12,Maui-Covenant,industrieteile,43.01,23.2
baseline,2,8,12,Maui-Covenant,energie,38.51,8.0
baseline,2,8,12,Maui-Covenant,luxus,85.23,12.650000000000002
baseline,2,8,12,Maui-Covenant,biotech,83.72,52.86799999999998
baseline,2,8,12,Maui-Covenant,core_daten,115.42,26.0
baseline,2,8,12,Maui-Covenant,relikte,143.08,26.0
baseline,2,8,12,Marsim,nahrung,34.62,0.0
baseline,2,8,12,Marsim,rohstoffe,34.46,10.5
baseline,2,8,12,Marsim,industrieteile,39.8,95.7538
baseline,2,8,12,Marsim,energie,38.63,40.95228
baseline,2,8,12,Marsim,luxus,79.16,31.0
baseline,2,8,12,Marsim,biotech,78.3,31.0
baseline,2,8,12,Marsim,core_daten,113.75,31.0
baseline,2,8,12,Marsim,relikte,151.95,31.0
baseline,2,8,12,Qom-Riyadh,nahrung,30.43,0.0
baseline,2,8,12,Qom-Riyadh,rohstoffe,26.86,22.0
baseline,2,8,12,Qom-Riyadh,industrieteile,40.27,28.0
baseline,2,8,12,Qom-Riyadh,energie,41.11,5.1
baseline,2,8,12,Qom-Riyadh,luxus,81.34,42.38799999999998
baseline,2,8,12,Qom-Riyadh,biotech,79.27,28.0
baseline,2,8,12,Qom-Riyadh,core_daten,105.53,85.55199999999996
baseline,2,8,12,Qom-Riyadh,relikte,150.79,28.0
baseline,2,8,12,Bressia,nahrung,34.19,0.0
baseline,2,8,12,Bressia,rohstoffe,29.69,59.99313920000001
baseline,2,8,12,Bressia,industrieteile,48.47,9.3
baseline,2,8,12,Bressia,energie,42.48,40.39699840000001
baseline,2,8,12,Bressia,luxus,86.88,25.0
baseline,2,8,12,Bressia,biotech,90.57,25.0
baseline,2,8,12,Bressia,core_daten,111.35,25.0
baseline,2,8,12,Bressia,relikte,143.2,25.0
baseline,2,8,12,Hebron,nahrung,32.42,0.0
baseline,2,8,12,Hebron,rohstoffe,30.77,20.0
baseline,2,8,12,Hebron,industrieteile,45.12,24.59999999999999
baseline,2,8,12,Hebron,energie,41.61,2.3000000000000007
baseline,2,8,12,Hebron,luxus,80.92,40.681584
baseline,2,8,12,Hebron,biotech,94.66,9.5
baseline,2,8,12,Hebron,core_daten,115.74,26.0
baseline,2,8,12,Hebron,relikte,135.21,26.0
baseline,2,8,12,Hyperion,nahrung,22.63,1.899999999999998
baseline,2,8,12,Hyperion,rohstoffe,31.14,29.20319999999998
baseline,2,8,12,Hyperion,industrieteile,41.01,12.399999999999999
baseline,2,8,12,Hyperion,energie,43.65,3.840000000000003
baseline,2,8,12,Hyperion,luxus,80.42,9.1
baseline,2,8,12,Hyperion,biotech,81.99,24.0
baseline,2,8,12,Hyperion,core_daten,117.7,24.0
baseline,2,8,12,Hyperion,relikte,134.83,32.60159999999999
baseline,2,8,13,Lusus,nahrung,23.52,6.0
baseline,2,8,13,Lusus,rohstoffe,27.48,10.7
baseline,2,8,13,Lusus,industrieteile,40.09,29.299999999999994
baseline,2,8,13,Lusus,energie,46.47,4.0000000000000036
baseline,2,8,13,Lusus,luxus,73.17,75.10885999999998
baseline,2,8,13,Lusus,biotech,80.24,32.0
baseline,2,8,13,Lusus,core_daten,112.0,60.73924000000001
baseline,2,8,13,Lusus,relikte,142.53,32.0
baseline,2,8,13,Tau Ceti,nahrung,21.5,87.65599999999998
baseline,2,8,13,Tau Ceti,rohstoffe,26.99,24.0
baseline,2,8,13,Tau Ceti,industrieteile,45.42,10.3
baseline,2,8,13,Tau Ceti,energie,43.68,5.100000000000001
baseline,2,8,13,Tau Ceti,luxus,78.37,25.535199999999996
baseline,2,8,13,Tau Ceti,biotech,78.66,51.48899999999998
baseline,2,8,13,Tau Ceti,core_daten,109.46,30.0
baseline,2,8,13,Tau Ceti,relikte,152.19,30.0
baseline,2,8,13,Maui-Covenant,nahrung,21.53,29.94000000000002
baseline,2,8,13,Maui-Covenant,rohstoffe,30.2,20.0
baseline,2,8,13,Maui-Covenant,industrieteile,44.95,23.2
baseline,2,8,13,Maui-Covenant,energie,39.48,6.5
baseline,2,8,13,Maui-Covenant,luxus,81.61,11.200000000000003
baseline,2,8,13,Maui-Covenant,biotech,78.7,55.33199999999998
baseline,2,8,13,Maui-Covenant,core_daten,105.88,26.0
baseline,2,8,13,Maui-Covenant,relikte,142.03,26.0
baseline,2,8,13,Marsim,nahrung,36.04,0.0
baseline,2,8,13,Marsim,rohstoffe,33.56,10.5
baseline,2,8,13,Marsim,industrieteile,40.4,96.34270000000001
baseline,2,8,13,Marsim,energie,35.35,38.14362
baseline,2,8,13,Marsim,luxus,78.65,31.0
baseline,2,8,13,Marsim,biotech,79.04,31.0
baseline,2,8,13,Marsim,core_daten,110.05,31.0
baseline,2,8,13,Marsim,relikte,136.91,31.0
baseline,2,8,13,Qom-Riyadh,nahrung,31.52,0.0
baseline,2,8,13,Qom-Riyadh,rohstoffe,28.87,22.0
baseline,2,8,13,Qom-Riyadh,industrieteile,41.1,28.0
baseline,2,8,13,Qom-Riyadh,energie,47.93,2.6999999999999997
baseline,2,8,13,Qom-Riyadh,luxus,80.81,43.58152199999998
baseline,2,8,13,Qom-Riyadh,biotech,82.23,28.0
baseline,2,8,13,Qom-Riyadh,core_daten,114.84,90.32608799999997
baseline,2,8,13,Qom-Riyadh,relikte,151.94,28.0
baseline,2,8,13,Bressia,nahrung,32.06,0.0
baseline,2,8,13,Bressia,rohstoffe,31.57,63.052825600000006
baseline,2,8,13,Bressia,industrieteile,47.41,9.3
baseline,2,8,13,Bressia,energie,41.79,41.73561120000001
baseline,2,8,13,Bressia,luxus,80.27,25.0
baseline,2,8,13,Bressia,biotech,99.97,25.0
baseline,2,8,13,Bressia,core_daten,131.71,25.0
baseline,2,8,13,Bressia,relikte,163.3,25.0
baseline,2,8,13,Hebron,nahrung,32.99,0.0
baseline,2,8,13,Hebron,rohstoffe,29.79,20.0
baseline,2,8,13,Hebron,industrieteile,43.12,24.59999999999999
baseline,2,8,13,Hebron,energie,44.27,6.500000000000001
baseline,2,8,13,Hebron,luxus,75.55,39.49451516
baseline,2,8,13,Hebron,biotech,91.02,9.5
baseline,2,8,13,Hebron,core_daten,119.11,26.0
baseline,2,8,13,Hebron,relikte,142.55,26.0
baseline,2,8,13,Hyperion,nahrung,25.38,0.45999999999999774
baseline,2,8,13,Hyperion,rohstoffe,30.7,30.63679999999998
baseline,2,8,13,Hyperion,industrieteile,44.16,12.399999999999999
baseline,2,8,13,Hyperion,energie,48.13,2.160000000000003
baseline,2,8,13,Hyperion,luxus,88.18,9.1
baseline,2,8,13,Hyperion,biotech,78.52,22.4
baseline,2,8,13,Hyperion,core_daten,116.95,24.0
baseline,2,8,13,Hyperion,relikte,146.0,33.31839999999999
baseline,2,8,14,Lusus,nahrung,24.47,6.0
baseline,2,8,14,Lusus,rohstoffe,28.58,10.7
baseline,2,8,14,Lusus,industrieteile,44.15,29.299999999999994
baseline,2,8,14,Lusus,energie,54.54,0.8000000000000034
baseline,2,8,14,Lusus,luxus,79.37,78.37003999999997
baseline,2,8,14,Lusus,biotech,83.68,32.0
baseline,2,8,14,Lusus,core_daten,111.04,62.91336000000001
baseline,2,8,14,Lusus,relikte,146.48,32.0
baseline,2,8,14,Tau Ceti,nahrung,20.28,88.26799999999997
baseline,2,8,14,Tau Ceti,rohstoffe,29.28,24.0
baseline,2,8,14,Tau Ceti,industrieteile,48.87,10.3
baseline,2,8,14,Tau Ceti,energie,44.63,2.3000000000000016
baseline,2,8,14,Tau Ceti,luxus,80.48,25.535199999999996
baseline,2,8,14,Tau Ceti,biotech,79.09,53.14199999999998
baseline,2,8,14,Tau Ceti,core_daten,113.46,30.0
baseline,2,8,14,Tau Ceti,relikte,149.0,30.0
baseline,2,8,14,Maui-Covenant,nahrung,21.15,32.18000000000002
baseline,2,8,14,Maui-Covenant,rohstoffe,27.05,20.0
baseline,2,8,14,Maui-Covenant,industrieteile,44.95,23.2
baseline,2,8,14,Maui-Covenant,energie,39.24,5.0
baseline,2,8,14,Maui-Covenant,luxus,80.62,9.750000000000004
baseline,2,8,14,Maui-Covenant,biotech,82.3,57.79599999999998
baseline,2,8,14,Maui-Covenant,core_daten,106.27,26.0
baseline,2,8,14,Maui-Covenant,relikte,151.89,26.0
baseline,2,8,14,Marsim,nahrung,38.36,0.0
baseline,2,8,14,Marsim,rohstoffe,33.56,10.5
baseline,2,8,14,Marsim,industrieteile,44.59,98.82830000000001
baseline,2,8,14,Marsim,energie,36.75,35.31498
baseline,2,8,14,Marsim,luxus,83.55,31.0
baseline,2,8,14,Marsim,biotech,83.32,31.0
baseline,2,8,14,Marsim,core_daten,114.41,31.0
baseline,2,8,14,Marsim,relikte,146.13,31.0
baseline,2,8,14,Qom-Riyadh,nahrung,31.64,0.0
baseline,2,8,14,Qom-Riyadh,rohstoffe,28.49,16.0
baseline,2,8,14,Qom-Riyadh,industrieteile,44.44,28.0
baseline,2,8,14,Qom-Riyadh,energie,38.81,6.3
baseline,2,8,14,Qom-Riyadh,luxus,77.9,42.494909999999976
baseline,2,8,14,Qom-Riyadh,biotech,82.43,26.4
baseline,2,8,14,Qom-Riyadh,core_daten,111.36,95.07403999999997
baseline,2,8,14,Qom-Riyadh,relikte,153.24,28.0
baseline,2,8,14,Bressia,nahrung,38.56,0.0
baseline,2,8,14,Bressia,rohstoffe,33.45,66.0936192
baseline,2,8,14,Bressia,industrieteile,49.14,7.590000000000001
baseline,2,8,14,Bressia,energie,40.58,43.06595840000001
baseline,2,8,14,Bressia,luxus,88.63,25.0
baseline,2,8,14,Bressia,biotech,100.5,25.0
baseline,2,8,14,Bressia,core_daten,116.11,25.0
baseline,2,8,14,Bressia,relikte,168.96,25.0
baseline,2,8,14,Hebron,nahrung,32.53,0.0
baseline,2,8,14,Hebron,rohstoffe,29.89,20.0
baseline,2,8,14,Hebron,industrieteile,38.8,24.59999999999999
baseline,2,8,14,Hebron,energie,43.63,4.700000000000001
baseline,2,8,14,Hebron,luxus,81.73,40.81198716
baseline,2,8,14,Hebron,biotech,86.61,9.5
baseline,2,8,14,Hebron,core_daten,103.68,26.0
baseline,2,8,14,Hebron,relikte,153.41,26.0
baseline,2,8,14,Hyperion,nahrung,26.61,0.0
baseline,2,8,14,Hyperion,rohstoffe,30.11,32.07039999999998
baseline,2,8,14,Hyperion,industrieteile,43.59,12.399999999999999
baseline,2,8,14,Hyperion,energie,51.9,0.48000000000000265
baseline,2,8,14,Hyperion,luxus,86.4,9.1
baseline,2,8,14,Hyperion,biotech,79.52,22.4
baseline,2,8,14,Hyperion,core_daten,119.62,24.0
baseline,2,8,14,Hyperion,relikte,143.72,34.03519999999999
baseline,2,8,15,Lusus,nahrung,23.61,6.0
baseline,2,8,15,Lusus,rohstoffe,30.46,10.7
baseline,2,8,15,Lusus,industrieteile,42.72,29.299999999999994
baseline,2,8,15,Lusus,energie,41.66,4.502564146630696
baseline,2,8,15,Lusus,luxus,82.6,78.14339999999999
baseline,2,8,15,Lusus,biotech,83.69,32.0
baseline,2,8,15,Lusus,core_daten,117.46,65.07800000000002
baseline,2,8,15,Lusus,relikte,146.4,32.0
baseline,2,8,15,Tau Ceti,nahrung,20.86,88.87999999999997
baseline,2,8,15,Tau Ceti,rohstoffe,27.43,18.0
baseline,2,8,15,Tau Ceti,industrieteile,45.31,10.080000000000002
baseline,2,8,15,Tau Ceti,energie,49.61,1.4974358533693044
baseline,2,8,15,Tau Ceti,luxus,79.89,25.535199999999996
baseline,2,8,15,Tau Ceti,biotech,84.79,54.79499999999998
baseline,2,8,15,Tau Ceti,core_daten,110.71,30.0
baseline,2,8,15,Tau Ceti,relikte,150.6,30.0
baseline,2,8,15,Maui-Covenant,nahrung,21.79,34.42000000000002
baseline,2,8,15,Maui-Covenant,rohstoffe,28.05,20.0
baseline,2,8,15,Maui-Covenant,industrieteile,43.52,23.2
baseline,2,8,15,Maui-Covenant,energie,44.25,3.5
baseline,2,8,15,Maui-Covenant,luxus,78.45,9.5
baseline,2,8,15,Maui-Covenant,biotech,81.52,60.25999999999998
baseline,2,8,15,Maui-Covenant,core_daten,106.67,26.0
baseline,2,8,15,Maui-Covenant,relikte,139.07,26.0
baseline,2,8,15,Marsim,nahrung,36.89,0.0
baseline,2,8,15,Marsim,rohstoffe,33.45,10.5
baseline,2,8,15,Marsim,industrieteile,45.02,98.08060000000002
baseline,2,8,15,Marsim,energie,37.22,32.466359999999995
baseline,2,8,15,Marsim,luxus,75.87,31.0
baseline,2,8,15,Marsim,biotech,81.28,31.0
baseline,2,8,15,Marsim,core_daten,109.65,31.0
baseline,2,8,15,Marsim,relikte,138.04,31.0
baseline,2,8,15,Qom-Riyadh,nahrung,30.48,0.0
baseline,2,8,15,Qom-Riyadh,rohstoffe,29.63,16.0
baseline,2,8,15,Qom-Riyadh,industrieteile,43.55,28.0
baseline,2,8,15,Qom-Riyadh,energie,43.84,3.9
baseline,2,8,15,Qom-Riyadh,luxus,77.76,43.67536399999997
baseline,2,8,15,Qom-Riyadh,biotech,86.51,26.4
baseline,2,8,15,Qom-Riyadh,core_daten,112.46,99.79585599999997
baseline,2,8,15,Qom-Riyadh,relikte,145.78,28.0
baseline,2,8,15,Bressia,nahrung,39.06,0.0
baseline,2,8,15,Bressia,rohstoffe,35.52,69.11552
baseline,2,8,15,Bressia,industrieteile,51.48,9.3
baseline,2,8,15,Bressia,energie,47.41,44.388040000000004
baseline,2,8,15,Bressia,luxus,79.41,25.0
baseline,2,8,15,Bressia,biotech,95.89,25.0
baseline,2,8,15,Bressia,core_daten,126.59,25.0
baseline,2,8,15,Bressia,relikte,165.57,25.0
baseline,2,8,15,Hebron,nahrung,33.6,0.0
baseline,2,8,15,Hebron,rohstoffe,30.75,20.0
baseline,2,8,15,Hebron,industrieteile,45.21,24.59999999999999
baseline,2,8,15,Hebron,energie,44.84,2.9000000000000012
baseline,2,8,15,Hebron,luxus,74.24,42.12189316
baseline,2,8,15,Hebron,biotech,91.44,9.5
baseline,2,8,15,Hebron,core_daten,118.87,26.0
baseline,2,8,15,Hebron,relikte,149.04,26.0
baseline,2,8,15,Hyperion,nahrung,30.36,0.0
baseline,2,8,15,Hyperion,rohstoffe,26.48,33.49687679999998
baseline,2,8,15,Hyperion,industrieteile,45.91,12.399999999999999
baseline,2,8,15,Hyperion,energie,58.67,0.0
baseline,2,8,15,Hyperion,luxus,77.28,9.1
baseline,2,8,15,Hyperion,biotech,80.66,20.799999999999997
baseline,2,8,15,Hyperion,core_daten,108.06,24.0
baseline,2,8,15,Hyperion,relikte,137.3,34.74843839999999
baseline,2,8,16,Lusus,nahrung,23.6,6.0
baseline,2,8,16,Lusus,rohstoffe,29.71,10.7
baseline,2,8,16,Lusus,industrieteile,41.65,29.299999999999994
baseline,2,8,16,Lusus,energie,55.25,1.3025641466306954
baseline,2,8,16,Lusus,luxus,81.72,81.35831999999999
baseline,2,8,16,Lusus,biotech,78.78,32.0
baseline,2,8,16,Lusus,core_daten,106.91,67.22128000000002
baseline,2,8,16,Lusus,relikte,144.98,32.0
baseline,2,8,16,Tau Ceti,nahrung,20.78,95.46319999999997
baseline,2,8,16,Tau Ceti,rohstoffe,29.98,18.0
baseline,2,8,16,Tau Ceti,industrieteile,44.26,10.3
baseline,2,8,16,Tau Ceti,energie,74.02,0.0
baseline,2,8,16,Tau Ceti,luxus,81.47,25.535199999999996
baseline,2,8,16,Tau Ceti,biotech,78.36,56.44079999999998
baseline,2,8,16,Tau Ceti,core_daten,112.65,30.0
baseline,2,8,16,Tau Ceti,relikte,135.77,30.0
baseline,2,8,16,Maui-Covenant,nahrung,19.79,30.660000000000025
baseline,2,8,16,Maui-Covenant,rohstoffe,26.99,20.0
baseline,2,8,16,Maui-Covenant,industrieteile,41.4,23.2
baseline,2,8,16,Maui-Covenant,energie,44.63,2.0
baseline,2,8,16,Maui-Covenant,luxus,86.04,9.5
baseline,2,8,16,Maui-Covenant,biotech,77.88,61.123999999999974
baseline,2,8,16,Maui-Covenant,core_daten,115.27,26.0
baseline,2,8,16,Maui-Covenant,relikte,141.09,26.0
baseline,2,8,16,Marsim,nahrung,37.37,0.0
baseline,2,8,16,Marsim,rohstoffe,30.92,10.5
baseline,2,8,16,Marsim,industrieteile,41.16,98.56960000000002
baseline,2,8,16,Marsim,energie,36.33,29.597759999999994
baseline,2,8,16,Marsim,luxus,77.19,30.0
baseline,2,8,16,Marsim,biotech,86.42,31.0
baseline,2,8,16,Marsim,core_daten,117.48,31.0
baseline,2,8,16,Marsim,relikte,143.28,31.0
baseline,2,8,16,Qom-Riyadh,nahrung,32.48,0.0
baseline,2,8,16,Qom-Riyadh,rohstoffe,29.83,16.0
baseline,2,8,16,Qom-Riyadh,industrieteile,43.26,28.0
baseline,2,8,16,Qom-Riyadh,energie,50.24,1.5
baseline,2,8,16,Qom-Riyadh,luxus,76.94,44.849283999999976
baseline,2,8,16,Qom-Riyadh,biotech,86.55,26.4
baseline,2,8,16,Qom-Riyadh,core_daten,113.6,104.49153599999997
baseline,2,8,16,Qom-Riyadh,relikte,151.49,28.0
baseline,2,8,16,Bressia,nahrung,37.75,0.0
baseline,2,8,16,Bressia,rohstoffe,34.93,72.118528
baseline,2,8,16,Bressia,industrieteile,51.84,9.3
baseline,2,8,16,Bressia,energie,41.47,45.70185600000001
baseline,2,8,16,Bressia,luxus,89.38,25.0
baseline,2,8,16,Bressia,biotech,105.01,25.0
baseline,2,8,16,Bressia,core_daten,125.42,25.0
baseline,2,8,16,Bressia,relikte,146.8,25.0
baseline,2,8,16,Hebron,nahrung,31.91,0.0
baseline,2,8,16,Hebron,rohstoffe,31.06,20.0
baseline,2,8,16,Hebron,industrieteile,41.82,24.59999999999999
baseline,2,8,16,Hebron,energie,51.97,1.1000000000000012
baseline,2,8,16,Hebron,luxus,85.81,43.42423316
baseline,2,8,16,Hebron,biotech,83.5,9.5
baseline,2,8,16,Hebron,core_daten,110.0,26.0
baseline,2,8,16,Hebron,relikte,142.01,26.0
baseline,2,8,16,Hyperion,nahrung,26.96,0.0
baseline,2,8,16,Hyperion,rohstoffe,29.13,28.908535999999984
baseline,2,8,16,Hyperion,industrieteile,41.53,12.399999999999999
baseline,2,8,16,Hyperion,energie,37.19,6.0
baseline,2,8,16,Hyperion,luxus,80.78,7.532
baseline,2,8,16,Hyperion,biotech,88.99,20.799999999999997
baseline,2,8,16,Hyperion,core_daten,106.23,24.0
baseline,2,8,16,Hyperion,relikte,143.66,35.45426799999999
baseline,2,8,17,Lusus,nahrung,24.58,6.0
baseline,2,8,17,Lusus,rohstoffe,29.04,10.7
baseline,2,8,17,Lusus,industrieteile,41.72,24.789999999999992
baseline,2,8,17,Lusus,energie,77.94,0.0
baseline,2,8,17,Lusus,luxus,77.69,80.42302
baseline,2,8,17,Lusus,biotech,81.42,32.0
baseline,2,8,17,Lusus,core_daten,105.57,69.35508000000002
baseline,2,8,17,Lusus,relikte,138.57,32.0
baseline,2,8,17,Tau Ceti,nahrung,21.76,96.0147107690721
baseline,2,8,17,Tau Ceti,rohstoffe,27.07,18.0
baseline,2,8,17,Tau Ceti,industrieteile,48.93,10.3
baseline,2,8,17,Tau Ceti,energie,40.25,6.0
baseline,2,8,17,Tau Ceti,luxus,74.64,25.535199999999996
baseline,2,8,17,Tau Ceti,biotech,84.45,58.078677692268016
baseline,2,8,17,Tau Ceti,core_daten,105.72,30.0
baseline,2,8,17,Tau Ceti,relikte,146.08,30.0
baseline,2,8,17,Maui-Covenant,nahrung,22.04,32.90000000000003
baseline,2,8,17,Maui-Covenant,rohstoffe,28.18,20.0
baseline,2,8,17,Maui-Covenant,industrieteile,45.34,23.2
baseline,2,8,17,Maui-Covenant,energie,53.36,0.5
baseline,2,8,17,Maui-Covenant,luxus,86.04,9.5
baseline,2,8,17,Maui-Covenant,biotech,83.57,61.98799999999997
baseline,2,8,17,Maui-Covenant,core_daten,115.01,26.0
baseline,2,8,17,Maui-Covenant,relikte,152.02,26.0
baseline,2,8,17,Marsim,nahrung,35.58,0.0
baseline,2,8,17,Marsim,rohstoffe,32.3,10.5
baseline,2,8,17,Marsim,industrieteile,40.42,103.75530000000002
baseline,2,8,17,Marsim,energie,36.43,26.709179999999996
baseline,2,8,17,Marsim,luxus,81.33,30.0
baseline,2,8,17,Marsim,biotech,81.96,31.0
baseline,2,8,17,Marsim,core_daten,107.67,31.0
baseline,2,8,17,Marsim,relikte,152.47,31.0
baseline,2,8,17,Qom-Riyadh,nahrung,32.99,0.0
baseline,2,8,17,Qom-Riyadh,rohstoffe,29.05,16.0
baseline,2,8,17,Qom-Riyadh,industrieteile,43.51,28.0
baseline,2,8,17,Qom-Riyadh,energie,69.8,0.0
baseline,2,8,17,Qom-Riyadh,luxus,78.89,46.016669999999976
baseline,2,8,17,Qom-Riyadh,biotech,79.72,26.4
baseline,2,8,17,Qom-Riyadh,core_daten,106.75,109.16107999999997
baseline,2,8,17,Qom-Riyadh,relikte,138.93,28.0
baseline,2,8,17,Bressia,nahrung,39.27,0.0
baseline,2,8,17,Bressia,rohstoffe,36.45,75.1026432
baseline,2,8,17,Bressia,industrieteile,52.26,9.3
baseline,2,8,17,Bressia,energie,48.45,47.00740640000001
baseline,2,8,17,Bressia,luxus,86.72,25.0
baseline,2,8,17,Bressia,biotech,100.72,25.0
baseline,2,8,17,Bressia,core_daten,136.32,25.0
