scenario,run,seed,year,world,category,faction,farcaster,periphery,stability,prosperity,cash,time_debt,hyperion_special
baseline,3,9,16,Hebron,Pilgerwelt,Hegemonie,False,True,0.5710000000000001,0.8196588934425605,618.4627519999997,8.844954754048002,False
baseline,3,9,16,Hyperion,Sonderwelt,Neutral,False,True,0.4830399999999999,0.7636292783959304,253.85599999999994,7.984632367995183,True
baseline,3,9,17,Lusus,Kernwelt,Hegemonie,True,False,0.6358776404413871,1.2217746909931226,0.0,0.0,False
baseline,3,9,17,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.822,1.3030132835420545,956.1361719999998,4.385791413099388,False
baseline,3,9,17,Maui-Covenant,Templarwelt,Templars,True,False,0.8838,1.1293800000000003,2105.864240000001,0.644,False
baseline,3,9,17,Marsim,Industriewelt,Hegemonie,True,False,0.6353223595586128,1.3318671321046225,334.09290000000055,19.62238463747417,False
baseline,3,9,17,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.6453999999999998,1.1759629071163407,1695.831143228734,6.966621507192195,False
baseline,3,9,17,Bressia,Grenzwelt,Hegemonie,False,True,0.4954399999999998,0.9519405100326098,2608.736414236279,7.4323122119680045,False
baseline,3,9,17,Hebron,Pilgerwelt,Hegemonie,False,True,0.5516000000000001,0.8221623979671557,484.33539199999973,9.167758373724162,False
baseline,3,9,17,Hyperion,Sonderwelt,Neutral,False,True,0.4651599999999999,0.7977995922639343,198.88569965498658,9.791913811147147,True
baseline,3,9,18,Lusus,Kernwelt,Hegemonie,True,False,0.586677640441387,1.1993746909931227,0.0,0.0,False
baseline,3,9,18,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.8021999999999999,1.32085142085869,544.7833799999995,7.898928100051435,False
baseline,3,9,18,Maui-Covenant,Templarwelt,Templars,True,False,0.8658,1.1560656,2148.8246400000007,0.59248,False
baseline,3,9,18,Marsim,Industriewelt,Hegemonie,True,False,0.6353223595586128,1.3286977615362525,282.4728000000008,21.916593866476237,False
baseline,3,9,18,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.6453999999999998,1.1995382449656216,1888.7393032287341,6.409291786616819,False
baseline,3,9,18,Bressia,Grenzwelt,Hegemonie,False,True,0.47575999999999985,0.997667278811413,2782.4908142362788,10.701727235010564,False
baseline,3,9,18,Hebron,Pilgerwelt,Hegemonie,False,True,0.5322000000000001,0.8246336221297834,354.7680319999998,9.464737703826229,False
baseline,3,9,18,Hyperion,Sonderwelt,Neutral,False,True,0.4317999999999999,0.8128946408828196,229.9048868549866,10.018352706255376,True
baseline,3,9,19,Lusus,Kernwelt,Hegemonie,True,False,0.537477640441387,1.1769746909931227,0.0,0.0,False
baseline,3,9,19,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.8021999999999999,1.3050101071899949,431.9184199999992,7.267013852047321,False
baseline,3,9,19,Maui-Covenant,Templarwelt,Templars,True,False,0.8478,1.2064697922191858,2324.017380347243,0.5450816,False
baseline,3,9,19,Marsim,Industriewelt,Hegemonie,True,False,0.6179223595586129,1.3646478112189988,323.97000000000025,20.16326635715814,False
baseline,3,9,19,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.6279999999999998,1.2230973157869598,2229.6593032287337,5.896548443687474,False
baseline,3,9,19,Bressia,Grenzwelt,Hegemonie,False,True,0.47575999999999985,1.0205591060879118,2615.348174236279,12.035189056209715,False
baseline,3,9,19,Hebron,Pilgerwelt,Hegemonie,False,True,0.5128000000000001,0.8270751483594009,219.63267199999981,9.73795868752013,False
baseline,3,9,19,Hyperion,Sonderwelt,Neutral,False,True,0.3955599999999999,0.8130405229423643,2.842170943040401e-14,12.69574113160805,True
baseline,3,9,20,Lusus,Kernwelt,Hegemonie,True,False,0.488277640441387,1.1545746909931227,0.0,0.0,False
baseline,3,9,20,Tau Ceti,Agrarwelt,Hegemonie,True,False,0.8021999999999999,1.3366732986147951,534.2076199999995,6.685652743883535,False
baseline,3,9,20,Maui-Covenant,Templarwelt,Templars,True,False,0.8309960973855494,1.2220623570983478,2365.517780347243,0.5014750720000001,False
baseline,3,9,20,Marsim,Industriewelt,Hegemonie,True,False,0.6179223595586129,1.3415636733642842,413.43240000000026,22.41420504858549,False
baseline,3,9,20,Qom-Riyadh,Datenwelt,TechnoCore,True,False,0.5907999999999998,1.243107660942591,1791.7241032287338,5.424824568192477,False
baseline,3,9,20,Bressia,Grenzwelt,Hegemonie,False,True,0.47575999999999985,1.0573555871822908,2775.008174236279,11.072373931712939,False
baseline,3,9,20,Hebron,Pilgerwelt,Hegemonie,False,True,0.4760000000000002,0.8156893524906489,75.40931199999986,9.98932199251852,False
baseline,3,9,20,Hyperion,Sonderwelt,Neutral,False,True,0.3776799999999999,0.8116109488292036,2.842170943040401e-14,11.680081841079407,True
